"","symbol","conc_0nM","conc_20nM","conc_200nM","conc_2000nM"
"1219","rin",0.846795782529611,0.880925317069028,1,0.965973541745898
"1220","rk",0.311891542787296,0.557547359234168,0.969921531842306,1
"1221","rn",0.853288118094131,0.932358432886431,1,0.992334504514362
"1222","rno",0.809287347089141,0.838374091111287,0.941913632013348,1
"1223","robo2",0.632858478911318,0.693207485703722,0.814553100276754,1
"1224","rod",1,0.88628129929997,0.762722502567842,0.743053150331755
"1225","Roe1",1,0.934418957173824,0.811211556541994,0.715207193920404
"1226","rogdi",0.719088265244623,0.886067636112916,0.987320263204447,1
"1227","roq",0.771528915274279,0.773034460932151,1,0.970053164933528
"1228","row",1,0.965752338776351,0.890640687055847,0.84936572546162
"1229","Rox8",0.843361129879493,0.86493197015705,1,0.994752805850674
"1230","RpA-70",1,0.912218050310586,0.878781508722871,0.775992934562402
"1231","RpI1",1,0.998897292981915,0.824388528624682,0.72237161724867
"1232","rpr",0.431111638265101,0.685721343945601,0.846379910875756,1
"1233","RpS19b",0.214228245082713,0.344763956635558,0.804141089060795,1
"1234","rst",1,0.819874318176132,0.694344118508615,0.71217771656316
"1235","rt",1,0.691701106511329,0.462148482171649,0.490192962503338
"1236","rudhira",1,0.895612133590493,0.842601120289887,0.818727255498794
"1237","RYBP",0.672099552681284,0.740188258009351,0.925904019170661,1
"1238","S",0.617771631617723,0.710409289065467,0.891016428377485,1
"1239","salm",0.687508067356424,0.746924081901292,0.871321904869609,1
"1240","Sam-S",1,0.927766262296986,0.870356306567166,0.825813519070348
"1241","Samuel",0.29347500863912,0.533984963212185,0.916703230752365,1
"1242","sano",0.517282787013775,0.640298752753351,0.798431418535635,1
"1243","Sans",0.198823903541406,0.386022543057351,0.828588745369924,1
"1244","sas",1,0.951150893277579,0.723923849303612,0.791186393278931
"1245","sc",0.401165002642223,0.538456573602051,0.897812337895709,1
"1246","SC35",1,0.908696620900814,0.92525612745762,0.741479811407822
"1247","sca",0.933015407928976,0.72766378972734,0.942341104241129,1
"1248","SCaMC",0.7948392140224,0.814199945608997,0.993071282978108,1
"1249","scb",0.391339091373185,0.437808380538633,0.64082322309278,1
"1250","scny",0.764589751255699,0.85705414374398,1,0.991401729089989
"1251","scra",1,0.907257514651214,0.781259885461083,0.700857648336696
"1252","scrib",1,0.895521710463321,0.798919060509215,0.862933625714442
"1253","scrt",0.0174256960158016,0.0792729987283788,1,0.836138595593437
"1254","ScsbetaA",1,0.864366343379936,0.68914600066043,0.628985666439515
"1255","scyl",1,0.673271619564554,0.415653201146222,0.387169519372244
"1256","Sdr",1,0.79214371153256,0.630303615950258,0.535784610430627
"1257","Sema2b",0.779344629220087,0.83072112523937,0.901603503587427,1
"1258","sens",0.0894611866243843,0.249102867643421,0.883393453920976,1
"1259","Sep5",0.740804142360307,0.793735990920903,0.842732359058633,1
"1260","Ser",0.731422707746744,0.782756990606119,0.891234857500436,1
"1261","serp",1,0.780522719941543,0.68918400422142,0.69822260653075
"1262","Sfxn2",1,0.840181155435708,0.705359656334735,0.587742218657495
"1263","sgl",0.523010630681644,0.688091902855062,0.853077433147804,1
"1264","sgll",1,0.891284798564081,0.747049136987918,0.6499844681655
"1265","shep",0.698210041624245,0.721280786579153,0.866961128515093,1
"1266","shf",0.673598886566994,0.766882595894229,0.887688345960552,1
"1267","shg",0.85026487546183,0.83957191326826,0.940365971172073,1
"1268","shn",1,0.868712644329913,0.721529930430274,0.758268529548986
"1269","shv",0.701019746647895,0.755103178177722,0.935623895320837,1
"1270","sick",0.618987193105163,0.612819851791996,0.729126636491548,1
"1271","sima",1,0.84525232755622,0.759048007002238,0.78672482172874
"1272","sip2",1,0.860638093248908,0.693603458700874,0.61720753503928
"1273","sit",0.0622748320624206,0.0534711097755111,0.517717573194938,1
"1274","skd",0.63175230246919,0.747062760914936,0.920712866151814,1
"1275","Skeletor",1,0.839487906531521,0.586003275080211,0.63648597240355
"1276","sle",1,0.808969642355204,0.617321309985446,0.502892356099484
"1277","slf",0.501283948133282,0.766290963511313,1,0.998529008874647
"1278","slmb",0.822865654508752,0.83699208510202,0.906878277983535,1
"1279","sls",0.708682281604089,1,0.745059906125425,0.749277110083247
"1280","sm",0.142853128787466,0.198170391981097,1,0.99075654865523
"1281","smash",0.708940404293623,0.695033058438496,0.776820136145443,1
"1282","SMC2",1,0.86637959947158,0.757930259246107,0.686505522833397
"1283","SmD3",0.693098745631287,0.816527479458279,1,0.926382674346773
"1284","smid",1,0.978420628863219,0.85383525822995,0.784301029864851
"1285","Smox",1,0.934920299112772,0.860541415659745,0.875699961561682
"1286","Smyd4-1",1,0.881539439265294,0.815378611542333,0.707866439506213
"1287","Snap24",0.573776400151155,0.657155228511877,0.833502912508504,1
"1288","SNF4Agamma",1,0.522184033280034,0.336804966453652,0.312137130770303
"1289","Snmp2",1,0.51777328648566,0.341336279706842,0.218672490475463
"1290","sno",1,0.935668067604702,0.831664011541067,0.833313014742534
"1291","Snoo",0.365294923225838,0.47650896700934,0.791886237016453,1
"1292","snsl",1,0.226272033244743,0.00869929904859934,0.0203774151189372
"1293","snu",1,0.872971032153959,0.612126933795594,0.604328318394741
"1294","Snx21",0.680895799069225,0.803390092116632,0.906075160455584,1
"1295","Snx3",0.81319664616459,0.840749683609441,0.922541754292493,1
"1296","so",1,0.711585203959722,0.575926864039073,0.515259172529098
"1297","sob",0.636073922206271,0.7549061363624,0.973419574123007,1
"1298","Sod3",1,0.96179946647896,0.899587170746347,0.7639819377096
"1299","sofe",1,0.896418917221672,0.634865595176632,0.596381714896754
"1300","sog",0.473651632326726,0.582327546523437,0.841367164945651,1
"1301","sol",1,0.913634839274676,0.886602840428807,0.818995843733928
"1302","sotv",0.655394249694613,0.747717832773419,0.999185199786578,1
"1303","sowah",1,0.981069359747809,0.823953290412426,0.82970030194829
"1304","Sox100B",1,0.982634072230442,0.406629552445611,0.438047793742979
"1305","Sox102F",0.513717100862341,0.648738777996154,1,0.908755531599508
"1306","Sox14",0.170898131098517,0.360714912682616,0.871623667327817,1
"1307","Sox15",1,0.914370400039316,0.753666930406007,0.733983286690074
"1308","SP1029",0.237307037788464,0.290786176370141,0.717540253445551,1
"1309","SP1173",1,0.676033443933591,0.282868627439448,0.234068816397591
"1310","SPARC",1,0.877612998220701,0.706711278721198,0.669817153915514
"1311","Spc105R",1,0.924502335336871,0.75779613942681,0.69076845496196
"1312","spd-2",1,0.933966249261572,0.804733919025664,0.655963551645621
"1313","spel1",1,0.885407665785067,0.751537624687045,0.639809265938683
"1314","spi",0.707887017156539,0.820879582345625,0.936453451522463,1
"1315","Spindly",1,0.893165485500037,0.816828227014865,0.722072509654572
"1316","spirit",0.417927652812602,0.543286500111437,0.783273362164525,1
"1317","Spn",0.580228548274583,0.611030893410053,0.804973093294885,1
"1318","Spn100A",0.0879920605712481,0.171501029178113,0.799012332329792,1
"1319","Spn28Dc",0.567787463190295,0.767035534192567,0.821448689280776,1
"1320","Spn42Dc",1,0.775599587390447,0.56320534671256,0.430981952254869
"1321","Spn42De",1,0.916261808608913,0.748429706405803,0.517384015790798
"1322","Spn43Aa",0.397885874657492,0.479067721690431,1,0.663350135449884
"1323","Spn77Ba",1,0.919670406238627,0.811614496738272,0.780611564204553
"1324","Spn88Ea",1,0.965573891721982,0.816616960189034,0.845741526462388
"1325","SppL",0.797601057150044,0.846052066228573,1,0.973852975095274
"1326","Spt",1,0.97065565192026,0.766802277668981,0.685501962290828
"1327","Spt20",0.820581498834938,0.826573910097071,0.914593464377176,1
"1328","spz4",1,0.434446293103987,0.185815076997607,0.129368006031776
"1329","sqd",1,0.966025509263106,0.924871299938364,0.822798444635684
"1330","squ",1,0.863855840847955,0.618597088365553,0.544186172103562
"1331","sqz",1,0.940246371528557,0.81433484962069,0.743676725060252
"1332","Src42A",1,0.865909776804531,0.86802629253101,0.879721914470123
"1333","Src64B",0.641338570167576,0.758404063525625,0.871377987249131,1
"1334","ss",0.518310859252701,0.728554723998967,0.92064633649643,1
"1335","Ssrp",1,0.918463332273116,0.860283654987094,0.773944410367019
"1336","St2",0.100845105162033,0.293403534464967,0.667244733662939,1
"1337","Stam",0.789619729578965,0.79498226743533,0.866590567526657,1
"1338","stan",0.670572827176338,0.78026953488369,0.830128169876849,1
"1339","Stat92E",1,0.897978658271275,0.761543766874215,0.75600303739603
"1340","stck",1,0.861379378722276,0.667095274080434,0.650231585492658
"1341","stg",1,0.692169544739972,0.523708943155261,0.497540721706162
"1342","sti",1,0.925193869833518,0.802596810842429,0.750222793628192
"1343","Stip1",0.736877702607173,0.825988172715561,0.93209705641753,1
"1344","Strica",0.435225653362796,0.515647484474626,0.569582756422337,1
"1345","Strip",0.785414530156008,0.840125785683605,1,0.963928628282419
"1346","stumps",0.888918252743141,1,0.723401039295921,0.653282049806664
"1347","stv",1,0.807941873484824,0.66149585832919,0.747279645642832
"1348","stx",1,0.823274719728907,0.75413138323115,0.706555841726268
"1349","sty",0.803109074566714,0.867573224165006,0.907567678996373,1
"1350","su(sable)",0.802699712233637,0.822622467530963,0.915907590025396,1
"1351","sub",1,0.893048779333894,0.718132266069719,0.608247933973201
"1352","Svil",1,0.884758942619615,0.726331299487473,0.830904841039203
"1353","svp",0.4222325998429,0.641970673517046,0.942735057331382,1
"1354","Swim",0.592952342579337,0.700927654927053,1,0.890860506623142
"1355","Sym",1,0.921661817058083,0.845319568571915,0.794448632970422
"1356","Syp",0.555961400297633,0.687031651094628,0.918733141184953,1
"1357","T48",0.445809779001237,0.562841372959523,0.86868800887313,1
"1358","tacc",1,0.903615073182996,0.832401582168847,0.833611701675805
"1359","tai",0.552667548078936,0.695636126483198,0.915647296762265,1
"1360","tam",1,0.94008510594675,0.748695646981788,0.777592047835201
"1361","Tango1",0.815365047796719,0.833281352195319,0.988402838192131,1
"1362","Tango5",0.757190651588444,0.83115210043414,0.980004517299217,1
"1363","Tep2",1,0.884283066669521,0.661959476552829,0.607950978097641
"1364","Tep3",1,0.697097595290735,0.273325589927869,0.20174994609183
"1365","tey",0.751501533714481,0.822333837662592,0.929922975341224,1
"1366","tfc",1,0.852129510153852,0.433805900546947,0.469894444168243
"1367","TfIIEalpha",0.792648478142496,0.88088046942232,1,0.969342832351848
"1368","Thor",1,0.836373112584672,0.763676396907851,0.594802269409702
"1369","ths",0.734033242817248,0.804151891025491,0.895833048451382,1
"1370","thw",1,0.649018029683039,0.265295199482351,0.427244795175305
"1371","Tie",1,0.796060329613227,0.459321811675278,0.508193692344548
"1372","Tig",0.591803757491388,0.734338554863163,0.826273376614997,1
"1373","Tina-1",1,0.927398036759382,0.660916648881076,0.681348013437456
"1374","tio",0.74009141217929,0.82123327691627,1,0.93635649970133
"1375","Tis11",1,0.669888482623965,0.403059645509673,0.327869568546683
"1376","tld",0.173270922385374,0.552231090216665,0.686021342285904,1
"1377","Tmem63",0.7662307873723,0.791192331714548,0.937681283366126,1
"1378","tmod",1,0.825045939913198,0.683122152950751,0.669476958492253
"1379","tna",0.400295765686312,0.672930252442358,0.944511684303061,1
"1380","tnc",0.0119789909665577,0.0582256673392256,0.615176345363062,1
"1381","Tnpo",0.506910737855825,0.661356681387682,0.825421234628649,1
"1382","toe",0.716524521279196,0.805403554977164,1,0.971211073003276
"1383","tok",0.252493285794941,0.52831601251568,0.815393085800785,1
"1384","Toll-7",0.698007864573134,0.765778230785038,0.837203608760444,1
"1385","Tollo",0.662683277243313,0.719299514750446,0.812812759282643,1
"1386","Tom",0.622147167086812,0.737009671643297,0.810898890391731,1
"1387","Top1",0.819258122598682,0.830241580679774,0.991390855075141,1
"1388","Top2",1,0.931930622544643,0.783507687032655,0.735429033651904
"1389","tou",0.651315867975056,0.745405697182227,0.911618217373424,1
"1390","Tpi",1,0.808069402566469,0.560783875487626,0.562279766358902
"1391","trbl",1,0.768161466953453,0.627933004485265,0.686990056281522
"1392","Tret1-1",0.234923910882162,0.457085884337907,0.765414767113254,1
"1393","Trf2",0.594383116803568,0.663905604402915,0.806969943831705,1
"1394","trh",0.751052231499059,0.844089731789622,0.987272638846252,1
"1395","Trim9",1,0.660472098363131,0.449311822463849,0.476843605633715
"1396","trn",0.607820845083262,0.807708187370669,0.894572496979554,1
"1397","trol",1,0.856960130004084,0.717144108133919,0.689743816409451
"1398","Trx-2",1,0.888872223469989,0.802382770053476,0.815256616172961
"1399","Ts",1,0.863715517075392,0.807663295114409,0.657925914493825
"1400","Tsf3",1,0.503693457317753,0.231041113164269,0.30600193689639
"1401","tsh",0.75433348630839,0.835939012020473,1,0.98914194810406
"1402","tsl",0.592971694336547,0.712159297791125,0.957956497851655,1
"1403","Tsp42Ea",1,0.630038410562767,0.320217495150447,0.334022085216696
"1404","Tsp42Ee",1,0.951214710933412,0.728268116558272,0.636158611839328
"1405","Tsp42Ej",0.472055158085414,0.583090845450351,0.942092623625115,1
"1406","Tsp74F",1,0.822358448086908,0.51647320965547,0.602679914012502
"1407","ttk",0.668676018332674,0.74068265426753,0.864075579391009,1
"1408","TTLL15",0.535313661154502,0.637483916870881,0.88709020467229,1
"1409","TTLL4B",1,0.933678190214298,0.743017382180715,0.548295326880183
"1410","tud",0.822933260797614,0.821254086674393,0.918045080239235,1
"1411","tum",1,0.885073157647016,0.662162557029721,0.586138777897696
"1412","tutl",1,0.888850658787901,0.708563735430875,0.697871780810769
"1413","TwdlE",1,0.448980358706997,0.0768684392910019,0.0462565387730224
"1414","TwdlM",0.23104030653175,0.63077079354157,1,0.876399803121027
"1415","twf",0.67070769188353,0.723829536838692,0.845785819781563,1
"1416","twi",0.907539566879614,1,0.738106208895407,0.692943368886238
"1417","Ubi-p5E",0.689697510122857,0.677665789221155,1,0.77006256409434
"1418","Ubr3",0.616294670248944,0.718752925190342,0.904393803662971,1
"1419","Uch",0.775715043228148,0.830419332074758,1,0.92080195573931
"1420","Ude",1,0.487829066286762,0.153759364230108,0.178381394600362
"1421","Ugt302C1",1,0.533636197005814,0.383302610160732,0.326058451228424
"1422","Ugt302K1",1,0.764993913186546,0.755029016079008,0.46768478413812
"1423","Ugt316A1",1,0.961667716611839,0.841023986631468,0.737032625972089
"1424","Ugt317A1",0.334329979463537,0.533384834223472,0.911628784030872,1
"1425","Ugt35A1",1,0.355587901426767,0.165340797883207,0.0573717613806994
"1426","Ugt36D1",0.43877934854001,0.6645581255171,0.911498379059373,1
"1427","uif",1,0.928070853739983,0.738229628722824,0.749428155047399
"1428","Unc-76",0.668571889468957,0.654471835267582,0.791694999565061,1
"1429","ush",0.549889280658054,0.695791535607542,0.872920878221155,1
"1430","Usp16-45",0.81966006640991,0.832178317294706,1,0.950857192033071
"1431","Utx",0.734533898477338,0.862183604655568,0.908367466247194,1
"1432","Vajk2",1,0.602200615827089,0.186652086464947,0.137727820585526
"1433","Vajk3",1,0.643179105219124,0.230325460139293,0.202890268406908
"1434","ValRS",0.757767648109701,0.818816744362485,0.957227756059419,1
"1435","vap",0.807972924465429,0.864103059431521,0.961002107732579,1
"1436","vari",1,0.853466613080719,0.657346470035786,0.650803251187687
"1437","VepD",0.332605161767739,0.516154018268281,0.606101612158349,1
"1438","verm",1,0.682582547319527,0.60180186403351,0.679586301171607
"1439","Vha100-2",1,0.803913014613231,0.654648702036057,0.664290112037754
"1440","Vha26",1,0.910115251296731,0.790432275009212,0.803014902479306
"1441","Vha55",1,0.915107033586452,0.744521396088192,0.730733895460529
"1442","Vha68-2",1,0.875710987861929,0.636295582112087,0.612071007690901
"1443","VhaAC39-1",1,0.891179252684417,0.838630964486823,0.772550083961814
"1444","VhaAC45",1,0.895079318799396,0.814364106835845,0.766228362676957
"1445","VhaPPA1-1",1,0.892987121707358,0.78351171807382,0.783455466620492
"1446","VhaSFD",1,0.873090803517899,0.745252180172576,0.652417910153093
"1447","viaf",0.748816589481107,0.795165654476841,0.864387634283288,1
"1448","vig",1,0.910579868207758,0.890311849836243,0.794288891517416
"1449","vkg",1,0.717445481075342,0.537850196598939,0.521282954595257
"1450","vn",0.485533292556899,0.610360718167261,0.754757530886086,1
"1451","Vps13B",1,0.968840509656476,0.844649196298102,0.804766387364275
"1452","Vps50",0.788273799674561,0.880226366358653,1,0.99718097451175
"1453","Vps60",0.698713128508244,0.748610624358299,0.814508118419138,1
"1454","vret",1,0.900488910324873,0.689784369438355,0.626048856791803
"1455","vri",0.0299055314259005,0.809602151395063,1,0.85540304919193
"1456","wb",1,0.58103829127144,0.351055989552421,0.401552800436918
"1457","wbl",0.034764359392157,0.18615272296127,0.733091786496316,1
"1458","wda",1,0.961990860993263,0.784884288081951,0.711631120055141
"1459","Wdr24",1,0.941509262680211,0.768858930068135,0.709345094921187
"1460","Wdr81",0.591177795090039,0.694852829105412,0.926567672423938,1
"1461","wfs1",1,0.922720771111126,0.839893961496413,0.71497124858484
"1462","wg",0.429661823983057,0.546150077847871,0.805177555343217,1
"1463","wmd",1,0.831217818434419,0.782906148573654,0.778334526773162
"1464","wnd",1,0.871051416029584,0.733129110482307,0.777131879114208
"1465","Wnt2",0.674543295436622,0.69870969098454,0.947628036171692,1
"1466","Wnt4",0.242550262089376,0.283682280538045,1,0.958445044059714
"1467","Wnt5",0.809930135956766,0.868574280655654,1,0.990864018329821
"1468","Wnt6",0.468849956448478,0.670192849663259,0.86099679689897,1
"1469","WRNexo",1,0.874258495923644,0.9355197169653,0.764943394607161
"1470","wts",0.755422114196937,0.817367044893736,0.944442586823988,1
"1471","wun2",0.563617025588883,0.676133525154307,0.749334713407994,1
"1472","Xbp1",0.841967196551601,0.876215397917123,0.921594706007073,1
"1473","yellow-e",0.121084681868458,0.353826872525949,0.714880274825259,1
"1474","yellow-e2",0.23110657131525,0.483301571736824,0.863573980236392,1
"1475","yellow-e3",0.184784110207484,0.460464279106692,0.972007105020877,1
"1476","Yeti",0.751909542682881,0.802471007277671,0.958607721601103,1
"1477","yip2",1,0.976587751108442,0.805533984036033,0.773190486245271
"1478","YME1L",1,0.944081982468747,0.876922712539595,0.795696097227233
"1479","Zasp52",1,0.747465036053497,0.403052346523627,0.380651261290324
"1480","zfh1",0.699773303543815,0.84694104255847,0.952882090699826,1
"1481","Zip89B",0.39736250263206,0.442459716002905,0.762644861409635,1
"1482","zld",1,0.728917162375006,0.495740116377749,0.483335527723148
"1483","ZnT41F",0.103494378011662,0.21868869748694,0.65276392129997,1
"1484","ZnT63C",0.576357300294237,0.704900539013505,0.906259574183961,1
"1485","ZnT77C",0.0921678192361439,0.252124085386968,0.753357255702515,1
"1486","zormin",0.772345659819553,1,0.79315331910497,0.769365624570272
"1487","Zw",0.65771458624336,0.845335611641794,0.932921306676535,1
"1488","Zwilch",1,0.870418621246511,0.793042326901653,0.658280230021456
"1489",NA,0.886921809804087,0.87347876779732,0.941815840258215,1
